,Actif_1,Actif_2,Actif_3,Actif_4,Actif_5
6998,8,8,56,16,12
6999,8,8,56,20,8
7000,8,8,56,24,4
7001,8,8,56,28,0
7002,8,8,60,0,24
7003,8,8,60,4,20
7004,8,8,60,8,16
7005,8,8,60,12,12
7006,8,8,60,16,8
7007,8,8,60,20,4
7008,8,8,60,24,0
7009,8,8,64,0,20
7010,8,8,64,4,16
7011,8,8,64,8,12
7012,8,8,64,12,8
7013,8,8,64,16,4
7014,8,8,64,20,0
7015,8,8,68,0,16
7016,8,8,68,4,12
7017,8,8,68,8,8
7018,8,8,68,12,4
7019,8,8,68,16,0
7020,8,8,72,0,12
7021,8,8,72,4,8
7022,8,8,72,8,4
7023,8,8,72,12,0
7024,8,8,76,0,8
7025,8,8,76,4,4
7026,8,8,76,8,0
7027,8,8,80,0,4
7028,8,8,80,4,0
7029,8,8,84,0,0
7030,8,12,0,0,80
7031,8,12,0,4,76
7032,8,12,0,8,72
7033,8,12,0,12,68
7034,8,12,0,16,64
7035,8,12,0,20,60
7036,8,12,0,24,56
7037,8,12,0,28,52
7038,8,12,0,32,48
7039,8,12,0,36,44
7040,8,12,0,40,40
7041,8,12,0,44,36
7042,8,12,0,48,32
7043,8,12,0,52,28
7044,8,12,0,56,24
7045,8,12,0,60,20
7046,8,12,0,64,16
7047,8,12,0,68,12
7048,8,12,0,72,8
7049,8,12,0,76,4
7050,8,12,0,80,0
7051,8,12,4,0,76
7052,8,12,4,4,72
7053,8,12,4,8,68
7054,8,12,4,12,64
7055,8,12,4,16,60
7056,8,12,4,20,56
7057,8,12,4,24,52
7058,8,12,4,28,48
7059,8,12,4,32,44
7060,8,12,4,36,40
7061,8,12,4,40,36
7062,8,12,4,44,32
7063,8,12,4,48,28
7064,8,12,4,52,24
7065,8,12,4,56,20
7066,8,12,4,60,16
7067,8,12,4,64,12
7068,8,12,4,68,8
7069,8,12,4,72,4
7070,8,12,4,76,0
7071,8,12,8,0,72
7072,8,12,8,4,68
7073,8,12,8,8,64
7074,8,12,8,12,60
7075,8,12,8,16,56
7076,8,12,8,20,52
7077,8,12,8,24,48
7078,8,12,8,28,44
7079,8,12,8,32,40
7080,8,12,8,36,36
7081,8,12,8,40,32
7082,8,12,8,44,28
7083,8,12,8,48,24
7084,8,12,8,52,20
7085,8,12,8,56,16
7086,8,12,8,60,12
7087,8,12,8,64,8
7088,8,12,8,68,4
7089,8,12,8,72,0
7090,8,12,12,0,68
7091,8,12,12,4,64
7092,8,12,12,8,60
7093,8,12,12,12,56
7094,8,12,12,16,52
7095,8,12,12,20,48
7096,8,12,12,24,44
7097,8,12,12,28,40
7098,8,12,12,32,36
7099,8,12,12,36,32
7100,8,12,12,40,28
7101,8,12,12,44,24
7102,8,12,12,48,20
7103,8,12,12,52,16
7104,8,12,12,56,12
7105,8,12,12,60,8
7106,8,12,12,64,4
7107,8,12,12,68,0
7108,8,12,16,0,64
7109,8,12,16,4,60
7110,8,12,16,8,56
7111,8,12,16,12,52
7112,8,12,16,16,48
7113,8,12,16,20,44
7114,8,12,16,24,40
7115,8,12,16,28,36
7116,8,12,16,32,32
7117,8,12,16,36,28
7118,8,12,16,40,24
7119,8,12,16,44,20
7120,8,12,16,48,16
7121,8,12,16,52,12
7122,8,12,16,56,8
7123,8,12,16,60,4
7124,8,12,16,64,0
7125,8,12,20,0,60
7126,8,12,20,4,56
7127,8,12,20,8,52
7128,8,12,20,12,48
7129,8,12,20,16,44
7130,8,12,20,20,40
7131,8,12,20,24,36
7132,8,12,20,28,32
7133,8,12,20,32,28
7134,8,12,20,36,24
7135,8,12,20,40,20
7136,8,12,20,44,16
7137,8,12,20,48,12
7138,8,12,20,52,8
7139,8,12,20,56,4
7140,8,12,20,60,0
7141,8,12,24,0,56
7142,8,12,24,4,52
7143,8,12,24,8,48
7144,8,12,24,12,44
7145,8,12,24,16,40
7146,8,12,24,20,36
7147,8,12,24,24,32
7148,8,12,24,28,28
7149,8,12,24,32,24
7150,8,12,24,36,20
7151,8,12,24,40,16
7152,8,12,24,44,12
7153,8,12,24,48,8
7154,8,12,24,52,4
7155,8,12,24,56,0
7156,8,12,28,0,52
7157,8,12,28,4,48
7158,8,12,28,8,44
7159,8,12,28,12,40
7160,8,12,28,16,36
7161,8,12,28,20,32
7162,8,12,28,24,28
7163,8,12,28,28,24
7164,8,12,28,32,20
7165,8,12,28,36,16
7166,8,12,28,40,12
7167,8,12,28,44,8
7168,8,12,28,48,4
7169,8,12,28,52,0
7170,8,12,32,0,48
7171,8,12,32,4,44
7172,8,12,32,8,40
7173,8,12,32,12,36
7174,8,12,32,16,32
7175,8,12,32,20,28
7176,8,12,32,24,24
7177,8,12,32,28,20
7178,8,12,32,32,16
7179,8,12,32,36,12
7180,8,12,32,40,8
7181,8,12,32,44,4
7182,8,12,32,48,0
7183,8,12,36,0,44
7184,8,12,36,4,40
7185,8,12,36,8,36
7186,8,12,36,12,32
7187,8,12,36,16,28
7188,8,12,36,20,24
7189,8,12,36,24,20
7190,8,12,36,28,16
7191,8,12,36,32,12
7192,8,12,36,36,8
7193,8,12,36,40,4
7194,8,12,36,44,0
7195,8,12,40,0,40
7196,8,12,40,4,36
7197,8,12,40,8,32
7198,8,12,40,12,28
7199,8,12,40,16,24
7200,8,12,40,20,20
7201,8,12,40,24,16
7202,8,12,40,28,12
7203,8,12,40,32,8
7204,8,12,40,36,4
7205,8,12,40,40,0
7206,8,12,44,0,36
7207,8,12,44,4,32
7208,8,12,44,8,28
7209,8,12,44,12,24
7210,8,12,44,16,20
7211,8,12,44,20,16
7212,8,12,44,24,12
7213,8,12,44,28,8
7214,8,12,44,32,4
7215,8,12,44,36,0
7216,8,12,48,0,32
7217,8,12,48,4,28
7218,8,12,48,8,24
7219,8,12,48,12,20
7220,8,12,48,16,16
7221,8,12,48,20,12
7222,8,12,48,24,8
7223,8,12,48,28,4
7224,8,12,48,32,0
7225,8,12,52,0,28
7226,8,12,52,4,24
7227,8,12,52,8,20
7228,8,12,52,12,16
7229,8,12,52,16,12
7230,8,12,52,20,8
7231,8,12,52,24,4
7232,8,12,52,28,0
7233,8,12,56,0,24
7234,8,12,56,4,20
7235,8,12,56,8,16
7236,8,12,56,12,12
7237,8,12,56,16,8
7238,8,12,56,20,4
7239,8,12,56,24,0
7240,8,12,60,0,20
7241,8,12,60,4,16
7242,8,12,60,8,12
7243,8,12,60,12,8
7244,8,12,60,16,4
7245,8,12,60,20,0
7246,8,12,64,0,16
7247,8,12,64,4,12
7248,8,12,64,8,8
7249,8,12,64,12,4
7250,8,12,64,16,0
7251,8,12,68,0,12
7252,8,12,68,4,8
7253,8,12,68,8,4
7254,8,12,68,12,0
7255,8,12,72,0,8
7256,8,12,72,4,4
7257,8,12,72,8,0
7258,8,12,76,0,4
7259,8,12,76,4,0
7260,8,12,80,0,0
7261,8,16,0,0,76
7262,8,16,0,4,72
7263,8,16,0,8,68
7264,8,16,0,12,64
7265,8,16,0,16,60
7266,8,16,0,20,56
7267,8,16,0,24,52
7268,8,16,0,28,48
7269,8,16,0,32,44
7270,8,16,0,36,40
7271,8,16,0,40,36
7272,8,16,0,44,32
7273,8,16,0,48,28
7274,8,16,0,52,24
7275,8,16,0,56,20
7276,8,16,0,60,16
7277,8,16,0,64,12
7278,8,16,0,68,8
7279,8,16,0,72,4
7280,8,16,0,76,0
7281,8,16,4,0,72
7282,8,16,4,4,68
7283,8,16,4,8,64
7284,8,16,4,12,60
7285,8,16,4,16,56
7286,8,16,4,20,52
7287,8,16,4,24,48
7288,8,16,4,28,44
7289,8,16,4,32,40
7290,8,16,4,36,36
7291,8,16,4,40,32
7292,8,16,4,44,28
7293,8,16,4,48,24
7294,8,16,4,52,20
7295,8,16,4,56,16
7296,8,16,4,60,12
7297,8,16,4,64,8
7298,8,16,4,68,4
7299,8,16,4,72,0
7300,8,16,8,0,68
7301,8,16,8,4,64
7302,8,16,8,8,60
7303,8,16,8,12,56
7304,8,16,8,16,52
7305,8,16,8,20,48
7306,8,16,8,24,44
7307,8,16,8,28,40
7308,8,16,8,32,36
7309,8,16,8,36,32
7310,8,16,8,40,28
7311,8,16,8,44,24
7312,8,16,8,48,20
7313,8,16,8,52,16
7314,8,16,8,56,12
7315,8,16,8,60,8
7316,8,16,8,64,4
7317,8,16,8,68,0
7318,8,16,12,0,64
7319,8,16,12,4,60
7320,8,16,12,8,56
7321,8,16,12,12,52
7322,8,16,12,16,48
7323,8,16,12,20,44
7324,8,16,12,24,40
7325,8,16,12,28,36
7326,8,16,12,32,32
7327,8,16,12,36,28
7328,8,16,12,40,24
7329,8,16,12,44,20
7330,8,16,12,48,16
7331,8,16,12,52,12
7332,8,16,12,56,8
7333,8,16,12,60,4
7334,8,16,12,64,0
7335,8,16,16,0,60
7336,8,16,16,4,56
7337,8,16,16,8,52
7338,8,16,16,12,48
7339,8,16,16,16,44
7340,8,16,16,20,40
7341,8,16,16,24,36
7342,8,16,16,28,32
7343,8,16,16,32,28
7344,8,16,16,36,24
7345,8,16,16,40,20
7346,8,16,16,44,16
7347,8,16,16,48,12
7348,8,16,16,52,8
7349,8,16,16,56,4
7350,8,16,16,60,0
7351,8,16,20,0,56
7352,8,16,20,4,52
7353,8,16,20,8,48
7354,8,16,20,12,44
7355,8,16,20,16,40
7356,8,16,20,20,36
7357,8,16,20,24,32
7358,8,16,20,28,28
7359,8,16,20,32,24
7360,8,16,20,36,20
7361,8,16,20,40,16
7362,8,16,20,44,12
7363,8,16,20,48,8
7364,8,16,20,52,4
7365,8,16,20,56,0
7366,8,16,24,0,52
7367,8,16,24,4,48
7368,8,16,24,8,44
7369,8,16,24,12,40
7370,8,16,24,16,36
7371,8,16,24,20,32
7372,8,16,24,24,28
7373,8,16,24,28,24
7374,8,16,24,32,20
7375,8,16,24,36,16
7376,8,16,24,40,12
7377,8,16,24,44,8
7378,8,16,24,48,4
7379,8,16,24,52,0
7380,8,16,28,0,48
7381,8,16,28,4,44
7382,8,16,28,8,40
7383,8,16,28,12,36
7384,8,16,28,16,32
7385,8,16,28,20,28
7386,8,16,28,24,24
7387,8,16,28,28,20
7388,8,16,28,32,16
7389,8,16,28,36,12
7390,8,16,28,40,8
7391,8,16,28,44,4
7392,8,16,28,48,0
7393,8,16,32,0,44
7394,8,16,32,4,40
7395,8,16,32,8,36
7396,8,16,32,12,32
7397,8,16,32,16,28
7398,8,16,32,20,24
7399,8,16,32,24,20
7400,8,16,32,28,16
7401,8,16,32,32,12
7402,8,16,32,36,8
7403,8,16,32,40,4
7404,8,16,32,44,0
7405,8,16,36,0,40
7406,8,16,36,4,36
7407,8,16,36,8,32
7408,8,16,36,12,28
7409,8,16,36,16,24
7410,8,16,36,20,20
7411,8,16,36,24,16
7412,8,16,36,28,12
7413,8,16,36,32,8
7414,8,16,36,36,4
7415,8,16,36,40,0
7416,8,16,40,0,36
7417,8,16,40,4,32
7418,8,16,40,8,28
7419,8,16,40,12,24
7420,8,16,40,16,20
7421,8,16,40,20,16
7422,8,16,40,24,12
7423,8,16,40,28,8
7424,8,16,40,32,4
7425,8,16,40,36,0
7426,8,16,44,0,32
7427,8,16,44,4,28
7428,8,16,44,8,24
7429,8,16,44,12,20
7430,8,16,44,16,16
7431,8,16,44,20,12
7432,8,16,44,24,8
7433,8,16,44,28,4
7434,8,16,44,32,0
7435,8,16,48,0,28
7436,8,16,48,4,24
7437,8,16,48,8,20
7438,8,16,48,12,16
7439,8,16,48,16,12
7440,8,16,48,20,8
7441,8,16,48,24,4
7442,8,16,48,28,0
7443,8,16,52,0,24
7444,8,16,52,4,20
7445,8,16,52,8,16
7446,8,16,52,12,12
7447,8,16,52,16,8
7448,8,16,52,20,4
7449,8,16,52,24,0
7450,8,16,56,0,20
7451,8,16,56,4,16
7452,8,16,56,8,12
7453,8,16,56,12,8
7454,8,16,56,16,4
7455,8,16,56,20,0
7456,8,16,60,0,16
7457,8,16,60,4,12
7458,8,16,60,8,8
7459,8,16,60,12,4
7460,8,16,60,16,0
7461,8,16,64,0,12
7462,8,16,64,4,8
7463,8,16,64,8,4
7464,8,16,64,12,0
7465,8,16,68,0,8
7466,8,16,68,4,4
7467,8,16,68,8,0
7468,8,16,72,0,4
7469,8,16,72,4,0
7470,8,16,76,0,0
7471,8,20,0,0,72
7472,8,20,0,4,68
7473,8,20,0,8,64
7474,8,20,0,12,60
7475,8,20,0,16,56
7476,8,20,0,20,52
7477,8,20,0,24,48
7478,8,20,0,28,44
7479,8,20,0,32,40
7480,8,20,0,36,36
7481,8,20,0,40,32
7482,8,20,0,44,28
7483,8,20,0,48,24
7484,8,20,0,52,20
7485,8,20,0,56,16
7486,8,20,0,60,12
7487,8,20,0,64,8
7488,8,20,0,68,4
7489,8,20,0,72,0
7490,8,20,4,0,68
7491,8,20,4,4,64
7492,8,20,4,8,60
7493,8,20,4,12,56
7494,8,20,4,16,52
7495,8,20,4,20,48
7496,8,20,4,24,44
7497,8,20,4,28,40
7498,8,20,4,32,36
7499,8,20,4,36,32
7500,8,20,4,40,28
7501,8,20,4,44,24
7502,8,20,4,48,20
7503,8,20,4,52,16
7504,8,20,4,56,12
7505,8,20,4,60,8
7506,8,20,4,64,4
7507,8,20,4,68,0
7508,8,20,8,0,64
7509,8,20,8,4,60
7510,8,20,8,8,56
7511,8,20,8,12,52
7512,8,20,8,16,48
7513,8,20,8,20,44
7514,8,20,8,24,40
7515,8,20,8,28,36
7516,8,20,8,32,32
7517,8,20,8,36,28
7518,8,20,8,40,24
7519,8,20,8,44,20
7520,8,20,8,48,16
7521,8,20,8,52,12
7522,8,20,8,56,8
7523,8,20,8,60,4
7524,8,20,8,64,0
7525,8,20,12,0,60
7526,8,20,12,4,56
7527,8,20,12,8,52
7528,8,20,12,12,48
7529,8,20,12,16,44
7530,8,20,12,20,40
7531,8,20,12,24,36
7532,8,20,12,28,32
7533,8,20,12,32,28
7534,8,20,12,36,24
7535,8,20,12,40,20
7536,8,20,12,44,16
7537,8,20,12,48,12
7538,8,20,12,52,8
7539,8,20,12,56,4
7540,8,20,12,60,0
7541,8,20,16,0,56
7542,8,20,16,4,52
7543,8,20,16,8,48
7544,8,20,16,12,44
7545,8,20,16,16,40
7546,8,20,16,20,36
7547,8,20,16,24,32
7548,8,20,16,28,28
7549,8,20,16,32,24
7550,8,20,16,36,20
7551,8,20,16,40,16
7552,8,20,16,44,12
7553,8,20,16,48,8
7554,8,20,16,52,4
7555,8,20,16,56,0
7556,8,20,20,0,52
7557,8,20,20,4,48
7558,8,20,20,8,44
7559,8,20,20,12,40
7560,8,20,20,16,36
7561,8,20,20,20,32
7562,8,20,20,24,28
7563,8,20,20,28,24
7564,8,20,20,32,20
7565,8,20,20,36,16
7566,8,20,20,40,12
7567,8,20,20,44,8
7568,8,20,20,48,4
7569,8,20,20,52,0
7570,8,20,24,0,48
7571,8,20,24,4,44
7572,8,20,24,8,40
7573,8,20,24,12,36
7574,8,20,24,16,32
7575,8,20,24,20,28
7576,8,20,24,24,24
7577,8,20,24,28,20
7578,8,20,24,32,16
7579,8,20,24,36,12
7580,8,20,24,40,8
7581,8,20,24,44,4
7582,8,20,24,48,0
7583,8,20,28,0,44
7584,8,20,28,4,40
7585,8,20,28,8,36
7586,8,20,28,12,32
7587,8,20,28,16,28
7588,8,20,28,20,24
7589,8,20,28,24,20
7590,8,20,28,28,16
7591,8,20,28,32,12
7592,8,20,28,36,8
7593,8,20,28,40,4
7594,8,20,28,44,0
7595,8,20,32,0,40
7596,8,20,32,4,36
7597,8,20,32,8,32
7598,8,20,32,12,28
7599,8,20,32,16,24
7600,8,20,32,20,20
7601,8,20,32,24,16
7602,8,20,32,28,12
7603,8,20,32,32,8
7604,8,20,32,36,4
7605,8,20,32,40,0
7606,8,20,36,0,36
7607,8,20,36,4,32
7608,8,20,36,8,28
7609,8,20,36,12,24
7610,8,20,36,16,20
7611,8,20,36,20,16
7612,8,20,36,24,12
7613,8,20,36,28,8
7614,8,20,36,32,4
7615,8,20,36,36,0
7616,8,20,40,0,32
7617,8,20,40,4,28
7618,8,20,40,8,24
7619,8,20,40,12,20
7620,8,20,40,16,16
7621,8,20,40,20,12
7622,8,20,40,24,8
7623,8,20,40,28,4
7624,8,20,40,32,0
7625,8,20,44,0,28
7626,8,20,44,4,24
7627,8,20,44,8,20
7628,8,20,44,12,16
7629,8,20,44,16,12
7630,8,20,44,20,8
7631,8,20,44,24,4
7632,8,20,44,28,0
7633,8,20,48,0,24
7634,8,20,48,4,20
7635,8,20,48,8,16
7636,8,20,48,12,12
7637,8,20,48,16,8
7638,8,20,48,20,4
7639,8,20,48,24,0
7640,8,20,52,0,20
7641,8,20,52,4,16
7642,8,20,52,8,12
7643,8,20,52,12,8
7644,8,20,52,16,4
7645,8,20,52,20,0
7646,8,20,56,0,16
7647,8,20,56,4,12
7648,8,20,56,8,8
7649,8,20,56,12,4
7650,8,20,56,16,0
7651,8,20,60,0,12
7652,8,20,60,4,8
7653,8,20,60,8,4
7654,8,20,60,12,0
7655,8,20,64,0,8
7656,8,20,64,4,4
7657,8,20,64,8,0
7658,8,20,68,0,4
7659,8,20,68,4,0
7660,8,20,72,0,0
7661,8,24,0,0,68
7662,8,24,0,4,64
7663,8,24,0,8,60
7664,8,24,0,12,56
7665,8,24,0,16,52
7666,8,24,0,20,48
7667,8,24,0,24,44
7668,8,24,0,28,40
7669,8,24,0,32,36
7670,8,24,0,36,32
7671,8,24,0,40,28
7672,8,24,0,44,24
7673,8,24,0,48,20
7674,8,24,0,52,16
7675,8,24,0,56,12
7676,8,24,0,60,8
7677,8,24,0,64,4
7678,8,24,0,68,0
7679,8,24,4,0,64
7680,8,24,4,4,60
7681,8,24,4,8,56
7682,8,24,4,12,52
7683,8,24,4,16,48
7684,8,24,4,20,44
7685,8,24,4,24,40
7686,8,24,4,28,36
7687,8,24,4,32,32
7688,8,24,4,36,28
7689,8,24,4,40,24
7690,8,24,4,44,20
7691,8,24,4,48,16
7692,8,24,4,52,12
7693,8,24,4,56,8
7694,8,24,4,60,4
7695,8,24,4,64,0
7696,8,24,8,0,60
7697,8,24,8,4,56
7698,8,24,8,8,52
7699,8,24,8,12,48
7700,8,24,8,16,44
7701,8,24,8,20,40
7702,8,24,8,24,36
7703,8,24,8,28,32
7704,8,24,8,32,28
7705,8,24,8,36,24
7706,8,24,8,40,20
7707,8,24,8,44,16
7708,8,24,8,48,12
7709,8,24,8,52,8
7710,8,24,8,56,4
7711,8,24,8,60,0
7712,8,24,12,0,56
7713,8,24,12,4,52
7714,8,24,12,8,48
7715,8,24,12,12,44
7716,8,24,12,16,40
7717,8,24,12,20,36
7718,8,24,12,24,32
7719,8,24,12,28,28
7720,8,24,12,32,24
7721,8,24,12,36,20
7722,8,24,12,40,16
7723,8,24,12,44,12
7724,8,24,12,48,8
7725,8,24,12,52,4
7726,8,24,12,56,0
7727,8,24,16,0,52
7728,8,24,16,4,48
7729,8,24,16,8,44
7730,8,24,16,12,40
7731,8,24,16,16,36
7732,8,24,16,20,32
7733,8,24,16,24,28
7734,8,24,16,28,24
7735,8,24,16,32,20
7736,8,24,16,36,16
7737,8,24,16,40,12
7738,8,24,16,44,8
7739,8,24,16,48,4
7740,8,24,16,52,0
7741,8,24,20,0,48
7742,8,24,20,4,44
7743,8,24,20,8,40
7744,8,24,20,12,36
7745,8,24,20,16,32
7746,8,24,20,20,28
7747,8,24,20,24,24
7748,8,24,20,28,20
7749,8,24,20,32,16
7750,8,24,20,36,12
7751,8,24,20,40,8
7752,8,24,20,44,4
7753,8,24,20,48,0
7754,8,24,24,0,44
7755,8,24,24,4,40
7756,8,24,24,8,36
7757,8,24,24,12,32
7758,8,24,24,16,28
7759,8,24,24,20,24
7760,8,24,24,24,20
7761,8,24,24,28,16
7762,8,24,24,32,12
7763,8,24,24,36,8
7764,8,24,24,40,4
7765,8,24,24,44,0
7766,8,24,28,0,40
7767,8,24,28,4,36
7768,8,24,28,8,32
7769,8,24,28,12,28
7770,8,24,28,16,24
7771,8,24,28,20,20
7772,8,24,28,24,16
7773,8,24,28,28,12
7774,8,24,28,32,8
7775,8,24,28,36,4
7776,8,24,28,40,0
7777,8,24,32,0,36
7778,8,24,32,4,32
7779,8,24,32,8,28
7780,8,24,32,12,24
7781,8,24,32,16,20
7782,8,24,32,20,16
7783,8,24,32,24,12
7784,8,24,32,28,8
7785,8,24,32,32,4
7786,8,24,32,36,0
7787,8,24,36,0,32
7788,8,24,36,4,28
7789,8,24,36,8,24
7790,8,24,36,12,20
7791,8,24,36,16,16
7792,8,24,36,20,12
7793,8,24,36,24,8
7794,8,24,36,28,4
7795,8,24,36,32,0
7796,8,24,40,0,28
7797,8,24,40,4,24
7798,8,24,40,8,20
7799,8,24,40,12,16
7800,8,24,40,16,12
7801,8,24,40,20,8
7802,8,24,40,24,4
7803,8,24,40,28,0
7804,8,24,44,0,24
7805,8,24,44,4,20
7806,8,24,44,8,16
7807,8,24,44,12,12
7808,8,24,44,16,8
7809,8,24,44,20,4
7810,8,24,44,24,0
7811,8,24,48,0,20
7812,8,24,48,4,16
7813,8,24,48,8,12
7814,8,24,48,12,8
7815,8,24,48,16,4
7816,8,24,48,20,0
7817,8,24,52,0,16
7818,8,24,52,4,12
7819,8,24,52,8,8
7820,8,24,52,12,4
7821,8,24,52,16,0
7822,8,24,56,0,12
7823,8,24,56,4,8
7824,8,24,56,8,4
7825,8,24,56,12,0
7826,8,24,60,0,8
7827,8,24,60,4,4
7828,8,24,60,8,0
7829,8,24,64,0,4
7830,8,24,64,4,0
7831,8,24,68,0,0
7832,8,28,0,0,64
7833,8,28,0,4,60
7834,8,28,0,8,56
7835,8,28,0,12,52
7836,8,28,0,16,48
7837,8,28,0,20,44
7838,8,28,0,24,40
7839,8,28,0,28,36
7840,8,28,0,32,32
7841,8,28,0,36,28
7842,8,28,0,40,24
7843,8,28,0,44,20
7844,8,28,0,48,16
7845,8,28,0,52,12
7846,8,28,0,56,8
7847,8,28,0,60,4
7848,8,28,0,64,0
7849,8,28,4,0,60
7850,8,28,4,4,56
7851,8,28,4,8,52
7852,8,28,4,12,48
7853,8,28,4,16,44
7854,8,28,4,20,40
7855,8,28,4,24,36
7856,8,28,4,28,32
7857,8,28,4,32,28
7858,8,28,4,36,24
7859,8,28,4,40,20
7860,8,28,4,44,16
7861,8,28,4,48,12
7862,8,28,4,52,8
7863,8,28,4,56,4
7864,8,28,4,60,0
7865,8,28,8,0,56
7866,8,28,8,4,52
7867,8,28,8,8,48
7868,8,28,8,12,44
7869,8,28,8,16,40
7870,8,28,8,20,36
7871,8,28,8,24,32
7872,8,28,8,28,28
7873,8,28,8,32,24
7874,8,28,8,36,20
7875,8,28,8,40,16
7876,8,28,8,44,12
7877,8,28,8,48,8
7878,8,28,8,52,4
7879,8,28,8,56,0
7880,8,28,12,0,52
7881,8,28,12,4,48
7882,8,28,12,8,44
7883,8,28,12,12,40
7884,8,28,12,16,36
7885,8,28,12,20,32
7886,8,28,12,24,28
7887,8,28,12,28,24
7888,8,28,12,32,20
7889,8,28,12,36,16
7890,8,28,12,40,12
7891,8,28,12,44,8
7892,8,28,12,48,4
7893,8,28,12,52,0
7894,8,28,16,0,48
7895,8,28,16,4,44
7896,8,28,16,8,40
7897,8,28,16,12,36
7898,8,28,16,16,32
7899,8,28,16,20,28
7900,8,28,16,24,24
7901,8,28,16,28,20
7902,8,28,16,32,16
7903,8,28,16,36,12
7904,8,28,16,40,8
7905,8,28,16,44,4
7906,8,28,16,48,0
7907,8,28,20,0,44
7908,8,28,20,4,40
7909,8,28,20,8,36
7910,8,28,20,12,32
7911,8,28,20,16,28
7912,8,28,20,20,24
7913,8,28,20,24,20
7914,8,28,20,28,16
7915,8,28,20,32,12
7916,8,28,20,36,8
7917,8,28,20,40,4
7918,8,28,20,44,0
7919,8,28,24,0,40
7920,8,28,24,4,36
7921,8,28,24,8,32
7922,8,28,24,12,28
7923,8,28,24,16,24
7924,8,28,24,20,20
7925,8,28,24,24,16
7926,8,28,24,28,12
7927,8,28,24,32,8
7928,8,28,24,36,4
7929,8,28,24,40,0
7930,8,28,28,0,36
7931,8,28,28,4,32
7932,8,28,28,8,28
7933,8,28,28,12,24
7934,8,28,28,16,20
7935,8,28,28,20,16
7936,8,28,28,24,12
7937,8,28,28,28,8
7938,8,28,28,32,4
7939,8,28,28,36,0
7940,8,28,32,0,32
7941,8,28,32,4,28
7942,8,28,32,8,24
7943,8,28,32,12,20
7944,8,28,32,16,16
7945,8,28,32,20,12
7946,8,28,32,24,8
7947,8,28,32,28,4
7948,8,28,32,32,0
7949,8,28,36,0,28
7950,8,28,36,4,24
7951,8,28,36,8,20
7952,8,28,36,12,16
7953,8,28,36,16,12
7954,8,28,36,20,8
7955,8,28,36,24,4
7956,8,28,36,28,0
7957,8,28,40,0,24
7958,8,28,40,4,20
7959,8,28,40,8,16
7960,8,28,40,12,12
7961,8,28,40,16,8
7962,8,28,40,20,4
7963,8,28,40,24,0
7964,8,28,44,0,20
7965,8,28,44,4,16
7966,8,28,44,8,12
7967,8,28,44,12,8
7968,8,28,44,16,4
7969,8,28,44,20,0
7970,8,28,48,0,16
7971,8,28,48,4,12
7972,8,28,48,8,8
7973,8,28,48,12,4
7974,8,28,48,16,0
7975,8,28,52,0,12
7976,8,28,52,4,8
7977,8,28,52,8,4
7978,8,28,52,12,0
7979,8,28,56,0,8
7980,8,28,56,4,4
7981,8,28,56,8,0
7982,8,28,60,0,4
7983,8,28,60,4,0
7984,8,28,64,0,0
7985,8,32,0,0,60
7986,8,32,0,4,56
7987,8,32,0,8,52
7988,8,32,0,12,48
7989,8,32,0,16,44
7990,8,32,0,20,40
7991,8,32,0,24,36
7992,8,32,0,28,32
7993,8,32,0,32,28
7994,8,32,0,36,24
7995,8,32,0,40,20
7996,8,32,0,44,16
7997,8,32,0,48,12
7998,8,32,0,52,8
7999,8,32,0,56,4
8000,8,32,0,60,0
8001,8,32,4,0,56
8002,8,32,4,4,52
8003,8,32,4,8,48
8004,8,32,4,12,44
8005,8,32,4,16,40
8006,8,32,4,20,36
8007,8,32,4,24,32
8008,8,32,4,28,28
8009,8,32,4,32,24
8010,8,32,4,36,20
8011,8,32,4,40,16
8012,8,32,4,44,12
8013,8,32,4,48,8
8014,8,32,4,52,4
8015,8,32,4,56,0
8016,8,32,8,0,52
8017,8,32,8,4,48
8018,8,32,8,8,44
8019,8,32,8,12,40
8020,8,32,8,16,36
8021,8,32,8,20,32
8022,8,32,8,24,28
8023,8,32,8,28,24
8024,8,32,8,32,20
8025,8,32,8,36,16
8026,8,32,8,40,12
8027,8,32,8,44,8
8028,8,32,8,48,4
8029,8,32,8,52,0
8030,8,32,12,0,48
8031,8,32,12,4,44
8032,8,32,12,8,40
8033,8,32,12,12,36
8034,8,32,12,16,32
8035,8,32,12,20,28
8036,8,32,12,24,24
8037,8,32,12,28,20
8038,8,32,12,32,16
8039,8,32,12,36,12
8040,8,32,12,40,8
8041,8,32,12,44,4
8042,8,32,12,48,0
8043,8,32,16,0,44
8044,8,32,16,4,40
8045,8,32,16,8,36
8046,8,32,16,12,32
8047,8,32,16,16,28
8048,8,32,16,20,24
8049,8,32,16,24,20
8050,8,32,16,28,16
8051,8,32,16,32,12
8052,8,32,16,36,8
8053,8,32,16,40,4
8054,8,32,16,44,0
8055,8,32,20,0,40
8056,8,32,20,4,36
8057,8,32,20,8,32
8058,8,32,20,12,28
8059,8,32,20,16,24
8060,8,32,20,20,20
8061,8,32,20,24,16
8062,8,32,20,28,12
8063,8,32,20,32,8
8064,8,32,20,36,4
8065,8,32,20,40,0
8066,8,32,24,0,36
8067,8,32,24,4,32
8068,8,32,24,8,28
8069,8,32,24,12,24
8070,8,32,24,16,20
8071,8,32,24,20,16
