,Actif_1,Actif_2,Actif_3,Actif_4,Actif_5
11984,16,12,72,0,0
11985,16,16,0,0,68
11986,16,16,0,4,64
11987,16,16,0,8,60
11988,16,16,0,12,56
11989,16,16,0,16,52
11990,16,16,0,20,48
11991,16,16,0,24,44
11992,16,16,0,28,40
11993,16,16,0,32,36
11994,16,16,0,36,32
11995,16,16,0,40,28
11996,16,16,0,44,24
11997,16,16,0,48,20
11998,16,16,0,52,16
11999,16,16,0,56,12
12000,16,16,0,60,8
12001,16,16,0,64,4
12002,16,16,0,68,0
12003,16,16,4,0,64
12004,16,16,4,4,60
12005,16,16,4,8,56
12006,16,16,4,12,52
12007,16,16,4,16,48
12008,16,16,4,20,44
12009,16,16,4,24,40
12010,16,16,4,28,36
12011,16,16,4,32,32
12012,16,16,4,36,28
12013,16,16,4,40,24
12014,16,16,4,44,20
12015,16,16,4,48,16
12016,16,16,4,52,12
12017,16,16,4,56,8
12018,16,16,4,60,4
12019,16,16,4,64,0
12020,16,16,8,0,60
12021,16,16,8,4,56
12022,16,16,8,8,52
12023,16,16,8,12,48
12024,16,16,8,16,44
12025,16,16,8,20,40
12026,16,16,8,24,36
12027,16,16,8,28,32
12028,16,16,8,32,28
12029,16,16,8,36,24
12030,16,16,8,40,20
12031,16,16,8,44,16
12032,16,16,8,48,12
12033,16,16,8,52,8
12034,16,16,8,56,4
12035,16,16,8,60,0
12036,16,16,12,0,56
12037,16,16,12,4,52
12038,16,16,12,8,48
12039,16,16,12,12,44
12040,16,16,12,16,40
12041,16,16,12,20,36
12042,16,16,12,24,32
12043,16,16,12,28,28
12044,16,16,12,32,24
12045,16,16,12,36,20
12046,16,16,12,40,16
12047,16,16,12,44,12
12048,16,16,12,48,8
12049,16,16,12,52,4
12050,16,16,12,56,0
12051,16,16,16,0,52
12052,16,16,16,4,48
12053,16,16,16,8,44
12054,16,16,16,12,40
12055,16,16,16,16,36
12056,16,16,16,20,32
12057,16,16,16,24,28
12058,16,16,16,28,24
12059,16,16,16,32,20
12060,16,16,16,36,16
12061,16,16,16,40,12
12062,16,16,16,44,8
12063,16,16,16,48,4
12064,16,16,16,52,0
12065,16,16,20,0,48
12066,16,16,20,4,44
12067,16,16,20,8,40
12068,16,16,20,12,36
12069,16,16,20,16,32
12070,16,16,20,20,28
12071,16,16,20,24,24
12072,16,16,20,28,20
12073,16,16,20,32,16
12074,16,16,20,36,12
12075,16,16,20,40,8
12076,16,16,20,44,4
12077,16,16,20,48,0
12078,16,16,24,0,44
12079,16,16,24,4,40
12080,16,16,24,8,36
12081,16,16,24,12,32
12082,16,16,24,16,28
12083,16,16,24,20,24
12084,16,16,24,24,20
12085,16,16,24,28,16
12086,16,16,24,32,12
12087,16,16,24,36,8
12088,16,16,24,40,4
12089,16,16,24,44,0
12090,16,16,28,0,40
12091,16,16,28,4,36
12092,16,16,28,8,32
12093,16,16,28,12,28
12094,16,16,28,16,24
12095,16,16,28,20,20
12096,16,16,28,24,16
12097,16,16,28,28,12
12098,16,16,28,32,8
12099,16,16,28,36,4
12100,16,16,28,40,0
12101,16,16,32,0,36
12102,16,16,32,4,32
12103,16,16,32,8,28
12104,16,16,32,12,24
12105,16,16,32,16,20
12106,16,16,32,20,16
12107,16,16,32,24,12
12108,16,16,32,28,8
12109,16,16,32,32,4
12110,16,16,32,36,0
12111,16,16,36,0,32
12112,16,16,36,4,28
12113,16,16,36,8,24
12114,16,16,36,12,20
12115,16,16,36,16,16
12116,16,16,36,20,12
12117,16,16,36,24,8
12118,16,16,36,28,4
12119,16,16,36,32,0
12120,16,16,40,0,28
12121,16,16,40,4,24
12122,16,16,40,8,20
12123,16,16,40,12,16
12124,16,16,40,16,12
12125,16,16,40,20,8
12126,16,16,40,24,4
12127,16,16,40,28,0
12128,16,16,44,0,24
12129,16,16,44,4,20
12130,16,16,44,8,16
12131,16,16,44,12,12
12132,16,16,44,16,8
12133,16,16,44,20,4
12134,16,16,44,24,0
12135,16,16,48,0,20
12136,16,16,48,4,16
12137,16,16,48,8,12
12138,16,16,48,12,8
12139,16,16,48,16,4
12140,16,16,48,20,0
12141,16,16,52,0,16
12142,16,16,52,4,12
12143,16,16,52,8,8
12144,16,16,52,12,4
12145,16,16,52,16,0
12146,16,16,56,0,12
12147,16,16,56,4,8
12148,16,16,56,8,4
12149,16,16,56,12,0
12150,16,16,60,0,8
12151,16,16,60,4,4
12152,16,16,60,8,0
12153,16,16,64,0,4
12154,16,16,64,4,0
12155,16,16,68,0,0
12156,16,20,0,0,64
12157,16,20,0,4,60
12158,16,20,0,8,56
12159,16,20,0,12,52
12160,16,20,0,16,48
12161,16,20,0,20,44
12162,16,20,0,24,40
12163,16,20,0,28,36
12164,16,20,0,32,32
12165,16,20,0,36,28
12166,16,20,0,40,24
12167,16,20,0,44,20
12168,16,20,0,48,16
12169,16,20,0,52,12
12170,16,20,0,56,8
12171,16,20,0,60,4
12172,16,20,0,64,0
12173,16,20,4,0,60
12174,16,20,4,4,56
12175,16,20,4,8,52
12176,16,20,4,12,48
12177,16,20,4,16,44
12178,16,20,4,20,40
12179,16,20,4,24,36
12180,16,20,4,28,32
12181,16,20,4,32,28
12182,16,20,4,36,24
12183,16,20,4,40,20
12184,16,20,4,44,16
12185,16,20,4,48,12
12186,16,20,4,52,8
12187,16,20,4,56,4
12188,16,20,4,60,0
12189,16,20,8,0,56
12190,16,20,8,4,52
12191,16,20,8,8,48
12192,16,20,8,12,44
12193,16,20,8,16,40
12194,16,20,8,20,36
12195,16,20,8,24,32
12196,16,20,8,28,28
12197,16,20,8,32,24
12198,16,20,8,36,20
12199,16,20,8,40,16
12200,16,20,8,44,12
12201,16,20,8,48,8
12202,16,20,8,52,4
12203,16,20,8,56,0
12204,16,20,12,0,52
12205,16,20,12,4,48
12206,16,20,12,8,44
12207,16,20,12,12,40
12208,16,20,12,16,36
12209,16,20,12,20,32
12210,16,20,12,24,28
12211,16,20,12,28,24
12212,16,20,12,32,20
12213,16,20,12,36,16
12214,16,20,12,40,12
12215,16,20,12,44,8
12216,16,20,12,48,4
12217,16,20,12,52,0
12218,16,20,16,0,48
12219,16,20,16,4,44
12220,16,20,16,8,40
12221,16,20,16,12,36
12222,16,20,16,16,32
12223,16,20,16,20,28
12224,16,20,16,24,24
12225,16,20,16,28,20
12226,16,20,16,32,16
12227,16,20,16,36,12
12228,16,20,16,40,8
12229,16,20,16,44,4
12230,16,20,16,48,0
12231,16,20,20,0,44
12232,16,20,20,4,40
12233,16,20,20,8,36
12234,16,20,20,12,32
12235,16,20,20,16,28
12236,16,20,20,20,24
12237,16,20,20,24,20
12238,16,20,20,28,16
12239,16,20,20,32,12
12240,16,20,20,36,8
12241,16,20,20,40,4
12242,16,20,20,44,0
12243,16,20,24,0,40
12244,16,20,24,4,36
12245,16,20,24,8,32
12246,16,20,24,12,28
12247,16,20,24,16,24
12248,16,20,24,20,20
12249,16,20,24,24,16
12250,16,20,24,28,12
12251,16,20,24,32,8
12252,16,20,24,36,4
12253,16,20,24,40,0
12254,16,20,28,0,36
12255,16,20,28,4,32
12256,16,20,28,8,28
12257,16,20,28,12,24
12258,16,20,28,16,20
12259,16,20,28,20,16
12260,16,20,28,24,12
12261,16,20,28,28,8
12262,16,20,28,32,4
12263,16,20,28,36,0
12264,16,20,32,0,32
12265,16,20,32,4,28
12266,16,20,32,8,24
12267,16,20,32,12,20
12268,16,20,32,16,16
12269,16,20,32,20,12
12270,16,20,32,24,8
12271,16,20,32,28,4
12272,16,20,32,32,0
12273,16,20,36,0,28
12274,16,20,36,4,24
12275,16,20,36,8,20
12276,16,20,36,12,16
12277,16,20,36,16,12
12278,16,20,36,20,8
12279,16,20,36,24,4
12280,16,20,36,28,0
12281,16,20,40,0,24
12282,16,20,40,4,20
12283,16,20,40,8,16
12284,16,20,40,12,12
12285,16,20,40,16,8
12286,16,20,40,20,4
12287,16,20,40,24,0
12288,16,20,44,0,20
12289,16,20,44,4,16
12290,16,20,44,8,12
12291,16,20,44,12,8
12292,16,20,44,16,4
12293,16,20,44,20,0
12294,16,20,48,0,16
12295,16,20,48,4,12
12296,16,20,48,8,8
12297,16,20,48,12,4
12298,16,20,48,16,0
12299,16,20,52,0,12
12300,16,20,52,4,8
12301,16,20,52,8,4
12302,16,20,52,12,0
12303,16,20,56,0,8
12304,16,20,56,4,4
12305,16,20,56,8,0
12306,16,20,60,0,4
12307,16,20,60,4,0
12308,16,20,64,0,0
12309,16,24,0,0,60
12310,16,24,0,4,56
12311,16,24,0,8,52
12312,16,24,0,12,48
12313,16,24,0,16,44
12314,16,24,0,20,40
12315,16,24,0,24,36
12316,16,24,0,28,32
12317,16,24,0,32,28
12318,16,24,0,36,24
12319,16,24,0,40,20
12320,16,24,0,44,16
12321,16,24,0,48,12
12322,16,24,0,52,8
12323,16,24,0,56,4
12324,16,24,0,60,0
12325,16,24,4,0,56
12326,16,24,4,4,52
12327,16,24,4,8,48
12328,16,24,4,12,44
12329,16,24,4,16,40
12330,16,24,4,20,36
12331,16,24,4,24,32
12332,16,24,4,28,28
12333,16,24,4,32,24
12334,16,24,4,36,20
12335,16,24,4,40,16
12336,16,24,4,44,12
12337,16,24,4,48,8
12338,16,24,4,52,4
12339,16,24,4,56,0
12340,16,24,8,0,52
12341,16,24,8,4,48
12342,16,24,8,8,44
12343,16,24,8,12,40
12344,16,24,8,16,36
12345,16,24,8,20,32
12346,16,24,8,24,28
12347,16,24,8,28,24
12348,16,24,8,32,20
12349,16,24,8,36,16
12350,16,24,8,40,12
12351,16,24,8,44,8
12352,16,24,8,48,4
12353,16,24,8,52,0
12354,16,24,12,0,48
12355,16,24,12,4,44
12356,16,24,12,8,40
12357,16,24,12,12,36
12358,16,24,12,16,32
12359,16,24,12,20,28
12360,16,24,12,24,24
12361,16,24,12,28,20
12362,16,24,12,32,16
12363,16,24,12,36,12
12364,16,24,12,40,8
12365,16,24,12,44,4
12366,16,24,12,48,0
12367,16,24,16,0,44
12368,16,24,16,4,40
12369,16,24,16,8,36
12370,16,24,16,12,32
12371,16,24,16,16,28
12372,16,24,16,20,24
12373,16,24,16,24,20
12374,16,24,16,28,16
12375,16,24,16,32,12
12376,16,24,16,36,8
12377,16,24,16,40,4
12378,16,24,16,44,0
12379,16,24,20,0,40
12380,16,24,20,4,36
12381,16,24,20,8,32
12382,16,24,20,12,28
12383,16,24,20,16,24
12384,16,24,20,20,20
12385,16,24,20,24,16
12386,16,24,20,28,12
12387,16,24,20,32,8
12388,16,24,20,36,4
12389,16,24,20,40,0
12390,16,24,24,0,36
12391,16,24,24,4,32
12392,16,24,24,8,28
12393,16,24,24,12,24
12394,16,24,24,16,20
12395,16,24,24,20,16
12396,16,24,24,24,12
12397,16,24,24,28,8
12398,16,24,24,32,4
12399,16,24,24,36,0
12400,16,24,28,0,32
12401,16,24,28,4,28
12402,16,24,28,8,24
12403,16,24,28,12,20
12404,16,24,28,16,16
12405,16,24,28,20,12
12406,16,24,28,24,8
12407,16,24,28,28,4
12408,16,24,28,32,0
12409,16,24,32,0,28
12410,16,24,32,4,24
12411,16,24,32,8,20
12412,16,24,32,12,16
12413,16,24,32,16,12
12414,16,24,32,20,8
12415,16,24,32,24,4
12416,16,24,32,28,0
12417,16,24,36,0,24
12418,16,24,36,4,20
12419,16,24,36,8,16
12420,16,24,36,12,12
12421,16,24,36,16,8
12422,16,24,36,20,4
12423,16,24,36,24,0
12424,16,24,40,0,20
12425,16,24,40,4,16
12426,16,24,40,8,12
12427,16,24,40,12,8
12428,16,24,40,16,4
12429,16,24,40,20,0
12430,16,24,44,0,16
12431,16,24,44,4,12
12432,16,24,44,8,8
12433,16,24,44,12,4
12434,16,24,44,16,0
12435,16,24,48,0,12
12436,16,24,48,4,8
12437,16,24,48,8,4
12438,16,24,48,12,0
12439,16,24,52,0,8
12440,16,24,52,4,4
12441,16,24,52,8,0
12442,16,24,56,0,4
12443,16,24,56,4,0
12444,16,24,60,0,0
12445,16,28,0,0,56
12446,16,28,0,4,52
12447,16,28,0,8,48
12448,16,28,0,12,44
12449,16,28,0,16,40
12450,16,28,0,20,36
12451,16,28,0,24,32
12452,16,28,0,28,28
12453,16,28,0,32,24
12454,16,28,0,36,20
12455,16,28,0,40,16
12456,16,28,0,44,12
12457,16,28,0,48,8
12458,16,28,0,52,4
12459,16,28,0,56,0
12460,16,28,4,0,52
12461,16,28,4,4,48
12462,16,28,4,8,44
12463,16,28,4,12,40
12464,16,28,4,16,36
12465,16,28,4,20,32
12466,16,28,4,24,28
12467,16,28,4,28,24
12468,16,28,4,32,20
12469,16,28,4,36,16
12470,16,28,4,40,12
12471,16,28,4,44,8
12472,16,28,4,48,4
12473,16,28,4,52,0
12474,16,28,8,0,48
12475,16,28,8,4,44
12476,16,28,8,8,40
12477,16,28,8,12,36
12478,16,28,8,16,32
12479,16,28,8,20,28
12480,16,28,8,24,24
12481,16,28,8,28,20
12482,16,28,8,32,16
12483,16,28,8,36,12
12484,16,28,8,40,8
12485,16,28,8,44,4
12486,16,28,8,48,0
12487,16,28,12,0,44
12488,16,28,12,4,40
12489,16,28,12,8,36
12490,16,28,12,12,32
12491,16,28,12,16,28
12492,16,28,12,20,24
12493,16,28,12,24,20
12494,16,28,12,28,16
12495,16,28,12,32,12
12496,16,28,12,36,8
12497,16,28,12,40,4
12498,16,28,12,44,0
12499,16,28,16,0,40
12500,16,28,16,4,36
12501,16,28,16,8,32
12502,16,28,16,12,28
12503,16,28,16,16,24
12504,16,28,16,20,20
12505,16,28,16,24,16
12506,16,28,16,28,12
12507,16,28,16,32,8
12508,16,28,16,36,4
12509,16,28,16,40,0
12510,16,28,20,0,36
12511,16,28,20,4,32
12512,16,28,20,8,28
12513,16,28,20,12,24
12514,16,28,20,16,20
12515,16,28,20,20,16
12516,16,28,20,24,12
12517,16,28,20,28,8
12518,16,28,20,32,4
12519,16,28,20,36,0
12520,16,28,24,0,32
12521,16,28,24,4,28
12522,16,28,24,8,24
12523,16,28,24,12,20
12524,16,28,24,16,16
12525,16,28,24,20,12
12526,16,28,24,24,8
12527,16,28,24,28,4
12528,16,28,24,32,0
12529,16,28,28,0,28
12530,16,28,28,4,24
12531,16,28,28,8,20
12532,16,28,28,12,16
12533,16,28,28,16,12
12534,16,28,28,20,8
12535,16,28,28,24,4
12536,16,28,28,28,0
12537,16,28,32,0,24
12538,16,28,32,4,20
12539,16,28,32,8,16
12540,16,28,32,12,12
12541,16,28,32,16,8
12542,16,28,32,20,4
12543,16,28,32,24,0
12544,16,28,36,0,20
12545,16,28,36,4,16
12546,16,28,36,8,12
12547,16,28,36,12,8
12548,16,28,36,16,4
12549,16,28,36,20,0
12550,16,28,40,0,16
12551,16,28,40,4,12
12552,16,28,40,8,8
12553,16,28,40,12,4
12554,16,28,40,16,0
12555,16,28,44,0,12
12556,16,28,44,4,8
12557,16,28,44,8,4
12558,16,28,44,12,0
12559,16,28,48,0,8
12560,16,28,48,4,4
12561,16,28,48,8,0
12562,16,28,52,0,4
12563,16,28,52,4,0
12564,16,28,56,0,0
12565,16,32,0,0,52
12566,16,32,0,4,48
12567,16,32,0,8,44
12568,16,32,0,12,40
12569,16,32,0,16,36
12570,16,32,0,20,32
12571,16,32,0,24,28
12572,16,32,0,28,24
12573,16,32,0,32,20
12574,16,32,0,36,16
12575,16,32,0,40,12
12576,16,32,0,44,8
12577,16,32,0,48,4
12578,16,32,0,52,0
12579,16,32,4,0,48
12580,16,32,4,4,44
12581,16,32,4,8,40
12582,16,32,4,12,36
12583,16,32,4,16,32
12584,16,32,4,20,28
12585,16,32,4,24,24
12586,16,32,4,28,20
12587,16,32,4,32,16
12588,16,32,4,36,12
12589,16,32,4,40,8
12590,16,32,4,44,4
12591,16,32,4,48,0
12592,16,32,8,0,44
12593,16,32,8,4,40
12594,16,32,8,8,36
12595,16,32,8,12,32
12596,16,32,8,16,28
12597,16,32,8,20,24
12598,16,32,8,24,20
12599,16,32,8,28,16
12600,16,32,8,32,12
12601,16,32,8,36,8
12602,16,32,8,40,4
12603,16,32,8,44,0
12604,16,32,12,0,40
12605,16,32,12,4,36
12606,16,32,12,8,32
12607,16,32,12,12,28
12608,16,32,12,16,24
12609,16,32,12,20,20
12610,16,32,12,24,16
12611,16,32,12,28,12
12612,16,32,12,32,8
12613,16,32,12,36,4
12614,16,32,12,40,0
12615,16,32,16,0,36
12616,16,32,16,4,32
12617,16,32,16,8,28
12618,16,32,16,12,24
12619,16,32,16,16,20
12620,16,32,16,20,16
12621,16,32,16,24,12
12622,16,32,16,28,8
12623,16,32,16,32,4
12624,16,32,16,36,0
12625,16,32,20,0,32
12626,16,32,20,4,28
12627,16,32,20,8,24
12628,16,32,20,12,20
12629,16,32,20,16,16
12630,16,32,20,20,12
12631,16,32,20,24,8
12632,16,32,20,28,4
12633,16,32,20,32,0
12634,16,32,24,0,28
12635,16,32,24,4,24
12636,16,32,24,8,20
12637,16,32,24,12,16
12638,16,32,24,16,12
12639,16,32,24,20,8
12640,16,32,24,24,4
12641,16,32,24,28,0
12642,16,32,28,0,24
12643,16,32,28,4,20
12644,16,32,28,8,16
12645,16,32,28,12,12
12646,16,32,28,16,8
12647,16,32,28,20,4
12648,16,32,28,24,0
12649,16,32,32,0,20
12650,16,32,32,4,16
12651,16,32,32,8,12
12652,16,32,32,12,8
12653,16,32,32,16,4
12654,16,32,32,20,0
12655,16,32,36,0,16
12656,16,32,36,4,12
12657,16,32,36,8,8
12658,16,32,36,12,4
12659,16,32,36,16,0
12660,16,32,40,0,12
12661,16,32,40,4,8
12662,16,32,40,8,4
12663,16,32,40,12,0
12664,16,32,44,0,8
12665,16,32,44,4,4
12666,16,32,44,8,0
12667,16,32,48,0,4
12668,16,32,48,4,0
12669,16,32,52,0,0
12670,16,36,0,0,48
12671,16,36,0,4,44
12672,16,36,0,8,40
12673,16,36,0,12,36
12674,16,36,0,16,32
12675,16,36,0,20,28
12676,16,36,0,24,24
12677,16,36,0,28,20
12678,16,36,0,32,16
12679,16,36,0,36,12
12680,16,36,0,40,8
12681,16,36,0,44,4
12682,16,36,0,48,0
12683,16,36,4,0,44
12684,16,36,4,4,40
12685,16,36,4,8,36
12686,16,36,4,12,32
12687,16,36,4,16,28
12688,16,36,4,20,24
12689,16,36,4,24,20
12690,16,36,4,28,16
12691,16,36,4,32,12
12692,16,36,4,36,8
12693,16,36,4,40,4
12694,16,36,4,44,0
12695,16,36,8,0,40
12696,16,36,8,4,36
12697,16,36,8,8,32
12698,16,36,8,12,28
12699,16,36,8,16,24
12700,16,36,8,20,20
12701,16,36,8,24,16
12702,16,36,8,28,12
12703,16,36,8,32,8
12704,16,36,8,36,4
12705,16,36,8,40,0
12706,16,36,12,0,36
12707,16,36,12,4,32
12708,16,36,12,8,28
12709,16,36,12,12,24
12710,16,36,12,16,20
12711,16,36,12,20,16
12712,16,36,12,24,12
12713,16,36,12,28,8
12714,16,36,12,32,4
12715,16,36,12,36,0
12716,16,36,16,0,32
12717,16,36,16,4,28
12718,16,36,16,8,24
12719,16,36,16,12,20
12720,16,36,16,16,16
12721,16,36,16,20,12
12722,16,36,16,24,8
12723,16,36,16,28,4
12724,16,36,16,32,0
12725,16,36,20,0,28
12726,16,36,20,4,24
12727,16,36,20,8,20
12728,16,36,20,12,16
12729,16,36,20,16,12
12730,16,36,20,20,8
12731,16,36,20,24,4
12732,16,36,20,28,0
12733,16,36,24,0,24
12734,16,36,24,4,20
12735,16,36,24,8,16
12736,16,36,24,12,12
12737,16,36,24,16,8
12738,16,36,24,20,4
12739,16,36,24,24,0
12740,16,36,28,0,20
12741,16,36,28,4,16
12742,16,36,28,8,12
12743,16,36,28,12,8
12744,16,36,28,16,4
12745,16,36,28,20,0
12746,16,36,32,0,16
12747,16,36,32,4,12
12748,16,36,32,8,8
12749,16,36,32,12,4
12750,16,36,32,16,0
12751,16,36,36,0,12
12752,16,36,36,4,8
12753,16,36,36,8,4
12754,16,36,36,12,0
12755,16,36,40,0,8
12756,16,36,40,4,4
12757,16,36,40,8,0
12758,16,36,44,0,4
12759,16,36,44,4,0
12760,16,36,48,0,0
12761,16,40,0,0,44
12762,16,40,0,4,40
12763,16,40,0,8,36
12764,16,40,0,12,32
12765,16,40,0,16,28
12766,16,40,0,20,24
12767,16,40,0,24,20
12768,16,40,0,28,16
12769,16,40,0,32,12
12770,16,40,0,36,8
12771,16,40,0,40,4
12772,16,40,0,44,0
12773,16,40,4,0,40
12774,16,40,4,4,36
12775,16,40,4,8,32
12776,16,40,4,12,28
12777,16,40,4,16,24
12778,16,40,4,20,20
12779,16,40,4,24,16
12780,16,40,4,28,12
12781,16,40,4,32,8
12782,16,40,4,36,4
12783,16,40,4,40,0
12784,16,40,8,0,36
12785,16,40,8,4,32
12786,16,40,8,8,28
12787,16,40,8,12,24
12788,16,40,8,16,20
12789,16,40,8,20,16
12790,16,40,8,24,12
12791,16,40,8,28,8
12792,16,40,8,32,4
12793,16,40,8,36,0
12794,16,40,12,0,32
12795,16,40,12,4,28
12796,16,40,12,8,24
12797,16,40,12,12,20
12798,16,40,12,16,16
12799,16,40,12,20,12
12800,16,40,12,24,8
12801,16,40,12,28,4
12802,16,40,12,32,0
12803,16,40,16,0,28
12804,16,40,16,4,24
12805,16,40,16,8,20
12806,16,40,16,12,16
12807,16,40,16,16,12
12808,16,40,16,20,8
12809,16,40,16,24,4
12810,16,40,16,28,0
12811,16,40,20,0,24
12812,16,40,20,4,20
12813,16,40,20,8,16
12814,16,40,20,12,12
12815,16,40,20,16,8
12816,16,40,20,20,4
12817,16,40,20,24,0
12818,16,40,24,0,20
12819,16,40,24,4,16
12820,16,40,24,8,12
12821,16,40,24,12,8
12822,16,40,24,16,4
12823,16,40,24,20,0
12824,16,40,28,0,16
12825,16,40,28,4,12
12826,16,40,28,8,8
12827,16,40,28,12,4
12828,16,40,28,16,0
12829,16,40,32,0,12
12830,16,40,32,4,8
12831,16,40,32,8,4
12832,16,40,32,12,0
12833,16,40,36,0,8
12834,16,40,36,4,4
12835,16,40,36,8,0
12836,16,40,40,0,4
12837,16,40,40,4,0
12838,16,40,44,0,0
12839,16,44,0,0,40
12840,16,44,0,4,36
12841,16,44,0,8,32
12842,16,44,0,12,28
12843,16,44,0,16,24
12844,16,44,0,20,20
12845,16,44,0,24,16
12846,16,44,0,28,12
12847,16,44,0,32,8
12848,16,44,0,36,4
12849,16,44,0,40,0
12850,16,44,4,0,36
12851,16,44,4,4,32
12852,16,44,4,8,28
12853,16,44,4,12,24
12854,16,44,4,16,20
12855,16,44,4,20,16
12856,16,44,4,24,12
12857,16,44,4,28,8
12858,16,44,4,32,4
12859,16,44,4,36,0
12860,16,44,8,0,32
12861,16,44,8,4,28
12862,16,44,8,8,24
12863,16,44,8,12,20
12864,16,44,8,16,16
12865,16,44,8,20,12
12866,16,44,8,24,8
12867,16,44,8,28,4
12868,16,44,8,32,0
12869,16,44,12,0,28
12870,16,44,12,4,24
12871,16,44,12,8,20
12872,16,44,12,12,16
12873,16,44,12,16,12
12874,16,44,12,20,8
12875,16,44,12,24,4
12876,16,44,12,28,0
12877,16,44,16,0,24
12878,16,44,16,4,20
12879,16,44,16,8,16
12880,16,44,16,12,12
12881,16,44,16,16,8
12882,16,44,16,20,4
12883,16,44,16,24,0
12884,16,44,20,0,20
12885,16,44,20,4,16
12886,16,44,20,8,12
12887,16,44,20,12,8
12888,16,44,20,16,4
12889,16,44,20,20,0
12890,16,44,24,0,16
12891,16,44,24,4,12
12892,16,44,24,8,8
12893,16,44,24,12,4
12894,16,44,24,16,0
12895,16,44,28,0,12
12896,16,44,28,4,8
12897,16,44,28,8,4
12898,16,44,28,12,0
12899,16,44,32,0,8
12900,16,44,32,4,4
12901,16,44,32,8,0
12902,16,44,36,0,4
12903,16,44,36,4,0
12904,16,44,40,0,0
12905,16,48,0,0,36
12906,16,48,0,4,32
12907,16,48,0,8,28
12908,16,48,0,12,24
12909,16,48,0,16,20
12910,16,48,0,20,16
12911,16,48,0,24,12
12912,16,48,0,28,8
12913,16,48,0,32,4
12914,16,48,0,36,0
12915,16,48,4,0,32
12916,16,48,4,4,28
12917,16,48,4,8,24
12918,16,48,4,12,20
12919,16,48,4,16,16
12920,16,48,4,20,12
12921,16,48,4,24,8
12922,16,48,4,28,4
12923,16,48,4,32,0
12924,16,48,8,0,28
12925,16,48,8,4,24
12926,16,48,8,8,20
12927,16,48,8,12,16
12928,16,48,8,16,12
12929,16,48,8,20,8
12930,16,48,8,24,4
12931,16,48,8,28,0
12932,16,48,12,0,24
12933,16,48,12,4,20
12934,16,48,12,8,16
12935,16,48,12,12,12
12936,16,48,12,16,8
12937,16,48,12,20,4
12938,16,48,12,24,0
12939,16,48,16,0,20
12940,16,48,16,4,16
12941,16,48,16,8,12
12942,16,48,16,12,8
12943,16,48,16,16,4
12944,16,48,16,20,0
12945,16,48,20,0,16
12946,16,48,20,4,12
12947,16,48,20,8,8
12948,16,48,20,12,4
12949,16,48,20,16,0
12950,16,48,24,0,12
12951,16,48,24,4,8
12952,16,48,24,8,4
12953,16,48,24,12,0
12954,16,48,28,0,8
12955,16,48,28,4,4
12956,16,48,28,8,0
12957,16,48,32,0,4
12958,16,48,32,4,0
12959,16,48,36,0,0
12960,16,52,0,0,32
12961,16,52,0,4,28
12962,16,52,0,8,24
12963,16,52,0,12,20
12964,16,52,0,16,16
12965,16,52,0,20,12
12966,16,52,0,24,8
12967,16,52,0,28,4
12968,16,52,0,32,0
12969,16,52,4,0,28
12970,16,52,4,4,24
12971,16,52,4,8,20
12972,16,52,4,12,16
12973,16,52,4,16,12
12974,16,52,4,20,8
12975,16,52,4,24,4
12976,16,52,4,28,0
12977,16,52,8,0,24
12978,16,52,8,4,20
12979,16,52,8,8,16
12980,16,52,8,12,12
12981,16,52,8,16,8
12982,16,52,8,20,4
12983,16,52,8,24,0
12984,16,52,12,0,20
12985,16,52,12,4,16
12986,16,52,12,8,12
12987,16,52,12,12,8
12988,16,52,12,16,4
12989,16,52,12,20,0
12990,16,52,16,0,16
12991,16,52,16,4,12
12992,16,52,16,8,8
12993,16,52,16,12,4
12994,16,52,16,16,0
12995,16,52,20,0,12
12996,16,52,20,4,8
12997,16,52,20,8,4
12998,16,52,20,12,0
12999,16,52,24,0,8
13000,16,52,24,4,4
13001,16,52,24,8,0
13002,16,52,28,0,4
13003,16,52,28,4,0
13004,16,52,32,0,0
13005,16,56,0,0,28
13006,16,56,0,4,24
13007,16,56,0,8,20
13008,16,56,0,12,16
13009,16,56,0,16,12
13010,16,56,0,20,8
13011,16,56,0,24,4
13012,16,56,0,28,0
13013,16,56,4,0,24
13014,16,56,4,4,20
13015,16,56,4,8,16
13016,16,56,4,12,12
13017,16,56,4,16,8
13018,16,56,4,20,4
13019,16,56,4,24,0
13020,16,56,8,0,20
13021,16,56,8,4,16
13022,16,56,8,8,12
13023,16,56,8,12,8
13024,16,56,8,16,4
13025,16,56,8,20,0
13026,16,56,12,0,16
13027,16,56,12,4,12
13028,16,56,12,8,8
13029,16,56,12,12,4
13030,16,56,12,16,0
13031,16,56,16,0,12
13032,16,56,16,4,8
13033,16,56,16,8,4
13034,16,56,16,12,0
13035,16,56,20,0,8
13036,16,56,20,4,4
13037,16,56,20,8,0
13038,16,56,24,0,4
13039,16,56,24,4,0
13040,16,56,28,0,0
13041,16,60,0,0,24
13042,16,60,0,4,20
13043,16,60,0,8,16
13044,16,60,0,12,12
13045,16,60,0,16,8
13046,16,60,0,20,4
13047,16,60,0,24,0
13048,16,60,4,0,20
13049,16,60,4,4,16
13050,16,60,4,8,12
13051,16,60,4,12,8
13052,16,60,4,16,4
13053,16,60,4,20,0
13054,16,60,8,0,16
13055,16,60,8,4,12
13056,16,60,8,8,8
13057,16,60,8,12,4
